LEFT,CENTER,RIGHT
507,379,504
506,380,504
506,381,504
506,383,504
506,386,505
505,388,504
506,390,505
505,391,506
506,393,506
506,394,505
506,394,505
506,396,505
507,396,506
508,396,506
508,397,506
509,396,507
509,395,507
510,394,508
509,393,507
509,392,508
508,389,508
507,389,508
506,387,508
505,387,507
504,385,507
504,385,507
504,384,506
504,383,505
504,382,505
503,384,504
504,384,504
504,387,503
504,389,503
505,391,503
506,393,503
506,394,504
507,394,504
507,395,505
508,395,505
508,397,505
508,397,505
508,399,505
509,400,505
509,399,505
508,399,505
507,399,505
508,399,505
507,398,505
507,399,505
507,397,504
507,398,504
508,397,503
508,396,504
509,396,503
509,393,503
510,394,503
510,392,503
511,392,503
511,389,503
511,390,503
510,391,503
511,392,504
510,393,505
510,395,506
510,395,506
509,394,506
509,396,507
508,393,507
507,393,507
507,391,507
507,392,507
508,390,506
507,387,505
507,387,504
507,386,503
507,386,503
507,385,501
508,386,501
508,388,500
508,389,501
508,391,500
508,394,500
508,395,500
507,398,501
508,399,502
508,400,502
508,400,503
508,399,503
507,400,504
507,399,504
507,398,505
507,396,504
507,396,505
508,395,504
509,394,505
511,392,504
511,391,503
512,390,503
512,388,503
513,387,503
513,384,503
513,382,503
512,381,504
512,381,504
511,380,504
511,377,505
513,377,505
513,375,506
514,376,506
514,375,507
515,378,506
515,379,507
512,383,506
512,387,506
511,388,505
510,391,505
509,392,504
508,396,504
509,397,503
508,397,503
509,397,503
508,396,503
508,396,504
508,394,503
508,391,504
508,389,503
507,388,504
508,386,504
507,386,504
507,385,504
509,384,505
510,387,505
512,387,505
513,390,505
513,388,505
514,391,506
512,392,505
511,391,506
510,393,506
509,391,506
510,391,506
509,390,506
510,391,505
509,390,505
509,390,504
508,387,504
508,388,504
508,387,504
507,387,504
507,388,504
506,388,504
507,391,504
506,390,504
506,391,504
506,391,504
506,392,504
507,392,505
507,391,504
508,392,504
508,392,504
509,393,504
509,392,503
509,393,503
510,392,503
510,394,503
511,395,504
511,394,504
510,394,504
511,394,504
510,392,503
511,391,503
509,387,502
510,386,501
509,385,501
510,382,500
510,380,500
509,376,500
510,374,499
509,370,499
509,369,499
508,366,500
509,370,500
508,369,501
508,374,502
508,374,503
508,378,503
508,379,503
507,381,504
507,383,504
506,384,505
506,386,505
506,388,506
506,391,506
507,391,507
507,392,507
508,392,507
507,392,507
508,392,508
508,391,508
509,392,508
509,393,508
510,396,507
510,396,507
512,396,506
512,397,505
512,399,504
512,397,504
513,397,504
513,397,504
512,398,505
512,399,504
510,395,505
510,397,505
509,393,506
508,394,506
507,391,507
507,391,507
506,389,507
506,390,507
505,389,506
505,390,507
505,389,506
506,390,506
506,392,505
506,390,505
507,394,504
507,392,503
508,395,503
507,395,503
507,396,502
508,395,502
507,394,502
508,393,502
508,392,502
509,392,502
508,391,502
509,392,502
508,390,502
509,391,502
508,390,501
509,389,501
509,390,502
509,391,502
510,392,502
510,392,502
510,393,502
509,392,502
510,392,502
510,391,502
510,390,503
510,390,503
510,391,504
510,390,504
510,389,504
510,387,503
509,388,503
510,386,502
510,387,502
510,387,502
510,387,502
509,388,503
509,388,503
508,388,503
507,388,504
507,389,504
507,391,504
508,393,504
509,394,504
510,396,505
510,396,504
510,396,504
510,394,504
508,393,503
508,392,502
506,391,501
505,392,501
506,394,501
504,394,501
